H 3459  2235                    1291.9039921  606.65017  53.0%  50.3  113s
H 3577  2298                    1291.9039919  606.72284  53.0%  49.6  114s
  3603  2360  609.96794   68   65 1291.90399  606.72284  53.0%  49.5  115s
H 4220  2843                    1270.9576221  606.73220  52.3%  47.6  119s
  4253  2862  992.57531  118   51 1270.95762  606.73220  52.3%  47.8  121s
H 4281  2966                    1270.9576220  606.73220  52.3%  47.9  122s
* 4509  3045             152    1243.6343997  606.73894  51.2%  47.5  123s
* 4510  3045             152    1240.2573678  606.73894  51.1%  47.5  123s
H 4528  3186                    1217.5521400  606.73894  50.2%  47.4  124s
  4715  3415  610.99393   82  102 1217.55214  606.74219  50.2%  46.6  125s
  5643  4130  650.88415   96   46 1217.55214  606.75198  50.2%  45.8  130s
* 5821  3998             147     984.2836130  606.75306  38.4%  46.5  132s
H 6171  4204                     984.2836129  606.75447  38.4%  46.6  134s
  6172  4540  802.93622   96   68  984.28361  606.75447  38.4%  46.6  135s
  7098  5175  628.01287   97   68  984.28361  606.75447  38.4%  45.1  140s
  8094  5890  932.82611  127   27  984.28361  606.75540  38.4%  43.8  145s
  9303  7240  980.26310  155   43  984.28361  606.76691  38.4%  42.7  150s
H 9653  7227                     969.6413638  606.77334  37.4%  41.9  150s
H 9853  7422                     969.6413637  606.77521  37.4%  41.9  151s
H10288  7645                     958.1435784  606.78160  36.7%  42.1  153s
 10318  7776  640.40715   86   57  958.14358  606.78160  36.7%  42.1  156s
H10394  7776                     958.1435783  606.78160  36.7%  42.0  156s
 11282  8880  622.43302   81   82  958.14358  606.80740  36.7%  41.6  160s
 12261  9491  647.12287  108   63  958.14358  606.82707  36.7%  41.0  165s
 13189 10208  786.00853  167   36  958.14358  606.83385  36.7%  40.9  170s
 14305 11322  637.83537  108   58  958.14358  606.85339  36.7%  40.1  175s
 15471 12309  634.91722   97   61  958.14358  606.86783  36.7%  39.3  180s
 16395 13048  621.84253   91   82  958.14358  606.96198  36.7%  39.0  185s
 17649 14014  636.97041  115   69  958.14358  607.17399  36.6%  38.5  190s
 18733 14987  611.56850   67   84  958.14358  607.22558  36.6%  38.1  195s
 19647 15631  743.07737  120   54  958.14358  607.28466  36.6%  37.7  200s
 20989 16867  610.61461   63   64  958.14358  607.31128  36.6%  37.2  205s
 21664 17268  658.91822  130   70  958.14358  607.35201  36.6%  37.3  210s
 23287 18459  616.68357   81   76  958.14358  607.36873  36.6%  37.1  217s
 23510 18675  629.42531  162   77  958.14358  607.36873  36.6%  37.1  221s
 24751 19959  665.04411  126   58  958.14358  607.39853  36.6%  36.9  225s
 25925 20940  748.43701  133   34  958.14358  607.40918  36.6%  36.6  230s
 27129 21850  691.72742  174   52  958.14358  607.41517  36.6%  36.4  235s
 27820 22372  938.57789  116   60  958.14358  607.43135  36.6%  36.6  240s
 28471 23113  616.78735   82   60  958.14358  607.44109  36.6%  36.6  245s
 29965 24003  618.11526   78   50  958.14358  607.46172  36.6%  36.3  251s
 31229 25250  774.37589  200   60  958.14358  607.49615  36.6%  35.9  255s
 32497 26258  835.06132  195   48  958.14358  607.51730  36.6%  35.5  260s
 33107 26758  608.54677   68   63  958.14358  607.53822  36.6%  35.7  265s
 34558 28018  695.08064  149   48  958.14358  607.70198  36.6%  36.0  270s
 35671 28971  619.62116   64   55  958.14358  607.74856  36.6%  35.9  275s
 36859 29911  729.84253  114   59  958.14358  607.80130  36.6%  35.5  280s
H36932 29844                     948.4927421  607.80130  35.9%  35.5  280s
 37691 30513  620.30582   76   72  948.49274  607.82304  35.9%  35.5  285s
H37715 30513                     948.4927420  607.82304  35.9%  35.5  285s
 38583 31233  642.64041   76   63  948.49274  607.85383  35.9%  35.7  292s
 39306 31959  653.26959  113   57  948.49274  607.86151  35.9%  35.7  295s
 40325 33058  609.88559   72   70  948.49274  607.90310  35.9%  35.4  300s
 41597 34023  622.77983   77   67  948.49274  607.92072  35.9%  35.3  305s
 42747 34967  621.79289   80   58  948.49274  607.95379  35.9%  35.2  310s
 43961 35834  862.61267  164   46  948.49274  607.98380  35.9%  35.1  316s
 44907 36884  779.35817  208   58  948.49274  608.02005  35.9%  35.3  320s
 45619 37259  625.42486   83   72  948.49274  608.02486  35.9%  35.3  325s
 46703 38269  670.17630  125   71  948.49274  608.03741  35.9%  35.2  330s
 47333 38881  641.41380  110   57  948.49274  608.03741  35.9%  35.3  335s
 48647 39939  874.09961   76   70  948.49274  608.04223  35.9%  35.2  340s
 49611 40604 infeasible  185       948.49274  608.04993  35.9%  35.3  346s
 50275 41214  719.97459  218   63  948.49274  608.04993  35.9%  35.2  350s
 51088 42072  674.16148  138   65  948.49274  608.06888  35.9%  35.2  355s
 52298 43204  664.08756  114   40  948.49274  608.07785  35.9%  35.0  360s
 53557 44297  626.62549  111   78  948.49274  608.07861  35.9%  34.8  365s
 54637 45235  752.20678  131   69  948.49274  608.08954  35.9%  34.7  370s
 55819 46155 infeasible   98       948.49274  608.12022  35.9%  34.8  375s
 56800 47180  646.98917  140   71  948.49274  608.12934  35.9%  34.8  380s
 57774 47767  863.94936  109   49  948.49274  608.17040  35.9%  34.8  386s
 58524 48589  638.23936  128   79  948.49274  608.18043  35.9%  34.9  390s
 59774 49455  627.38209   67   50  948.49274  608.20495  35.9%  34.9  395s
 60615 50227  808.94913  180   61  948.49274  608.21422  35.9%  34.9  400s
 61546 50994  708.77147  182   38  948.49274  608.25749  35.9%  34.9  405s
 62653 51959 infeasible  190       948.49274  608.27496  35.9%  34.8  410s
 63528 52625  898.66914   82   75  948.49274  608.30236  35.9%  34.9  415s
 64251 53360  683.65174  140   59  948.49274  608.34186  35.9%  35.1  420s
 65161 54059  628.07026   86   65  948.49274  608.35531  35.9%  35.1  425s
H66070 54725                     948.4915793  608.38681  35.9%  35.1  428s
 66254 54808  928.11863  137   57  948.49158  608.39026  35.9%  35.1  430s
 67507 55853 infeasible  255       948.49158  608.44001  35.9%  35.0  435s
 68408 56879     cutoff  200       948.49158  608.46013  35.8%  35.1  440s
 69501 57524  943.71792   91   37  948.49158  608.48340  35.8%  35.2  446s
 70416 58329  869.98309  192   73  948.49158  608.51774  35.8%  35.2  451s
 71374 59289  730.36328  209   54  948.49158  608.53734  35.8%  35.2  455s
 72314 60002  677.11414  132   54  948.49158  608.56019  35.8%  35.2  462s
 73207 60788  693.00899  135   44  948.49158  608.57758  35.8%  35.2  465s
 74259 61549 infeasible  190       948.49158  608.57758  35.8%  35.0  470s
 75106 62376  651.17317  111   59  948.49158  608.59126  35.8%  35.1  475s
 75807 63050  682.33773   99   47  948.49158  608.60743  35.8%  35.1  480s
 76844 63720  639.15286  105   88  948.49158  608.63551  35.8%  35.2  486s
 77648 64460  886.95403   91   46  948.49158  608.65491  35.8%  35.2  490s
 78540 65256  611.62309   69   80  948.49158  608.68494  35.8%  35.3  495s
 79526 66199  800.57015   94   42  948.49158  608.70285  35.8%  35.2  500s
 80563 66975  758.74679  187   35  948.49158  608.72420  35.8%  35.2  505s
 81232 67537  630.77744   80   70  948.49158  608.75041  35.8%  35.3  510s
 82147 68252  612.20673   77   66  948.49158  608.75567  35.8%  35.2  515s
 83560 69372  775.73406  200   57  948.49158  608.78404  35.8%  35.2  520s
 84380 70115  656.69492  131   55  948.49158  608.78973  35.8%  35.2  525s
 85281 70836  612.05275   71   87  948.49158  608.79242  35.8%  35.3  530s
H85347 70151                     915.3783844  608.79242  33.5%  35.3  530s
H86044 70724                     915.3783843  608.80901  33.5%  35.3  534s
 86382 71237  667.24027  134   54  915.37838  608.82952  33.5%  35.3  535s
 87116 71722  648.37588  152   86  915.37838  608.85544  33.5%  35.3  540s
 88305 72712  771.01485  185   66  915.37838  608.89455  33.5%  35.3  545s
 89633 73890  761.06555  107   56  915.37838  608.91995  33.5%  35.2  550s
 91007 74949  839.18329  156   56  915.37838  608.93268  33.5%  35.1  555s
 91776 75768  649.02547  103   42  915.37838  608.95650  33.5%  35.1  560s
H92619 76190                     914.8473208  608.96714  33.4%  35.1  563s
 92892 76537  780.87351  218   56  914.84732  608.97073  33.4%  35.1  565s
H93388 76805                     914.8473207  608.98268  33.4%  35.1  568s
 93543 77241  646.11780  127   61  914.84732  608.98629  33.4%  35.1  570s
 94899 78209  645.83632   84   67  914.84732  609.01642  33.4%  35.1  575s
 95573 78876  624.58504   87   77  914.84732  609.02369  33.4%  35.1  580s
 97231 80145  742.35780  130   64  914.84732  609.05318  33.4%  35.1  585s
 98111 80965  702.18107  140   62  914.84732  609.06857  33.4%  35.2  590s
 98980 81641  653.78394  131   68  914.84732  609.07749  33.4%  35.2  595s
 100363 82767  621.32499   77   47  914.84732  609.09122  33.4%  35.2  601s
 100787 83046  635.22097   78   72  914.84732  609.09433  33.4%  35.2  605s
 102162 84330  633.60245  116   73  914.84732  609.11099  33.4%  35.2  610s
 103017 85068  840.89173   88   66  914.84732  609.11099  33.4%  35.2  615s
 104193 85929  623.47707   93   66  914.84732  609.13755  33.4%  35.2  620s
 105421 87107  625.51518  120   69  914.84732  609.14914  33.4%  35.1  625s
H105921 87229                     912.9871913  609.16565  33.3%  35.1  627s
 105922 87234  628.33462   84   72  912.98719  609.16565  33.3%  35.1  630s
 106478 87861  628.43228   86   67  912.98719  609.17121  33.3%  35.2  636s
H106571 87861                     912.9871912  609.17121  33.3%  35.1  636s
 107418 88839  661.63569  148   73  912.98719  609.18151  33.3%  35.1  640s
 108596 89684  642.27188  126   58  912.98719  609.18682  33.3%  35.0  645s
 109314 90219  626.87589   78   66  912.98719  609.20662  33.3%  35.2  650s
 109503 90427  743.58501   80   72  912.98719  609.20689  33.3%  35.2  655s
 111176 91914  636.77881  126   57  912.98719  609.22969  33.3%  35.2  660s
 112896 93403  643.39150  106   59  912.98719  609.25663  33.3%  35.1  665s
 114077 94553  615.31435   61   61  912.98719  609.28635  33.3%  35.2  670s
 115957 96013  840.52510  140   68  912.98719  609.31857  33.3%  35.2  675s
 117450 97258  671.98589  112   58  912.98719  609.32601  33.3%  35.2  680s
 118956 98545  682.34345  182   68  912.98719  609.34753  33.3%  35.2  685s
 120627 100039  655.04376  167   66  912.98719  609.37580  33.3%  35.2  690s
 122447 101596  638.14347  102   76  912.98719  609.39107  33.3%  35.1  695s
 124121 103036  799.17723   96   44  912.98719  609.41967  33.2%  35.1  700s
 125451 104274  637.56557  115   67  912.98719  609.45496  33.2%  35.1  705s
 127327 105868  775.74111  168   42  912.98719  609.46824  33.2%  35.0  710s
 129097 107227  684.96178  107   58  912.98719  609.48851  33.2%  35.0  715s
 130725 108582  715.97948  170   83  912.98719  609.50006  33.2%  34.9  720s
 132207 109783  693.48759   90   83  912.98719  609.51684  33.2%  35.0  725s
 133678 111159  643.27686  130   87  912.98719  609.54067  33.2%  35.0  730s
 134754 112153  825.76856  174   43  912.98719  609.55864  33.2%  34.9  735s
 135792 112876  667.57189  109   65  912.98719  609.56915  33.2%  35.0  740s
 136604 113607  690.39051  169   48  912.98719  609.58189  33.2%  35.0  745s
 137248 114352  734.32169  176   66  912.98719  609.59099  33.2%  35.1  750s
 138641 115410  833.42185  115   28  912.98719  609.59577  33.2%  35.1  755s
 140179 116699  667.48515  180   65  912.98719  609.60545  33.2%  35.1  760s
 141470 117875  773.42791  220   62  912.98719  609.63215  33.2%  35.1  765s
 143091 119269  719.11990  190   74  912.98719  609.64571  33.2%  35.1  770s
 144776 120837  734.66608  211   54  912.98719  609.65077  33.2%  35.0  775s
 146333 122033  787.19808   87   45  912.98719  609.66312  33.2%  35.0  780s
 148058 123682 infeasible  105       912.98719  609.67704  33.2%  35.0  785s
 149542 124845  813.46086  156   45  912.98719  609.72058  33.2%  35.1  790s
 151073 126220  706.01932   99   79  912.98719  609.74133  33.2%  35.0  795s
 153139 128048  755.06528  267   52  912.98719  609.75769  33.2%  34.9  800s
 154623 129250  813.31688  174   59  912.98719  609.77410  33.2%  35.0  805s
 156119 130531  625.85879   84   86  912.98719  609.78440  33.2%  35.0  810s
 157619 131777  632.10390  101   63  912.98719  609.79464  33.2%  35.0  815s
 159134 132942  768.28656   78   74  912.98719  609.79719  33.2%  35.1  820s
 160713 134340  609.99478   72   88  912.98719  609.80455  33.2%  35.1  825s
 162510 135951  833.36470  149   55  912.98719  609.81777  33.2%  35.0  830s
 164031 137356  621.67185   69   68  912.98719  609.83716  33.2%  35.1  835s
 165596 138634  704.81903  191   61  912.98719  609.84734  33.2%  35.1  840s
 167379 140088  696.64237  122   58  912.98719  609.86073  33.2%  35.0  845s
 168729 141218  620.67209   67   66  912.98719  609.87658  33.2%  35.1  850s
 170639 142950  730.13306  177   47  912.98719  609.89133  33.2%  35.0  855s
 172441 144300  632.20476   91   64  912.98719  609.90232  33.2%  35.0  860s
 173770 145508  672.41069  159   66  912.98719  609.91366  33.2%  35.1  865s
 175569 147067  702.72357  197   64  912.98719  609.94322  33.2%  35.0  870s
 177248 148379 infeasible   97       912.98719  609.94823  33.2%  35.0  875s
 178773 149809  831.82564  230   65  912.98719  609.96396  33.2%  35.1  880s
 180237 150987  784.76800  127   31  912.98719  609.96794  33.2%  35.1  885s
 181891 152491  614.44591   76   75  912.98719  609.98145  33.2%  35.1  890s
 183364 153706  632.32165  101   82  912.98719  609.99449  33.2%  35.0  895s
 185275 155424  621.74408   89   89  912.98719  610.00736  33.2%  35.0  900s
 186863 156689  754.53872  178   49  912.98719  610.02534  33.2%  35.0  905s
 188270 157885  897.93860  161   58  912.98719  610.04122  33.2%  34.9  910s
 189963 159235  728.13461  139   66  912.98719  610.05203  33.2%  34.9  915s
 191343 160458  685.96087  101   66  912.98719  610.05799  33.2%  35.0  920s
 192659 161663  635.48539  129   75  912.98719  610.06791  33.2%  35.0  925s
 194270 162961  624.67210   76   66  912.98719  610.08471  33.2%  35.0  930s
 195761 164356  669.93002  163   72  912.98719  610.09989  33.2%  35.0  935s
 197542 165778  698.32443  147   69  912.98719  610.11159  33.2%  34.9  940s
 199093 167225  660.06329  114   62  912.98719  610.11976  33.2%  35.0  945s
 200857 168752  896.45384  114   59  912.98719  610.13573  33.2%  34.9  950s
 202804 170476  705.03874   93   71  912.98719  610.15631  33.2%  34.9  955s
 204487 171882  633.02729  105   69  912.98719  610.17124  33.2%  34.8  960s
 206396 173586  661.09798  102   76  912.98719  610.18537  33.2%  34.7  965s
 207801 174658  617.98044   72   77  912.98719  610.19342  33.2%  34.8  970s
 209543 176215  700.30124  145   53  912.98719  610.20624  33.2%  34.7  975s
 210913 177173  744.89999  135   39  912.98719  610.21710  33.2%  34.8  980s
 212657 178767 infeasible  139       912.98719  610.23348  33.2%  34.8  985s
 214453 180326  770.56180  171   59  912.98719  610.24513  33.2%  34.8  990s
 216034 181536  612.98600   70   90  912.98719  610.25624  33.2%  34.7  995s
 217618 183051  711.50422   87   55  912.98719  610.26639  33.2%  34.8 1000s
 218797 184008  862.06925  173   56  912.98719  610.28554  33.2%  34.8 1005s
 220471 185587  620.18454   96   86  912.98719  610.29462  33.2%  34.8 1010s
 221975 186854  861.17377  208   34  912.98719  610.30532  33.2%  34.8 1015s
 223747 188157  628.38002   90   60  912.98719  610.30990  33.2%  34.8 1020s
 224749 189051  668.07111   76   65  912.98719  610.31305  33.2%  34.9 1025s
 226022 190193  613.34329   75   53  912.98719  610.31641  33.2%  35.0 1030s
 227453 191497  618.08722   76   56  912.98719  610.32879  33.2%  35.0 1035s
 229108 192759  839.00477  100   56  912.98719  610.33824  33.1%  35.0 1040s
 231237 194396  615.23186   74   86  912.98719  610.34999  33.1%  35.0 1045s
 232726 195726  621.80113   67   79  912.98719  610.35870  33.1%  35.0 1050s
 234237 196924  758.13164  110   43  912.98719  610.37488  33.1%  35.0 1055s
 235779 198275  632.39776  106   79  912.98719  610.38476  33.1%  34.9 1060s
 237655 199883  663.80698   88   74  912.98719  610.39719  33.1%  34.9 1065s
 239274 201257  873.11761  210   58  912.98719  610.41277  33.1%  34.9 1070s
 240767 202617  614.74493   66   92  912.98719  610.42399  33.1%  34.9 1075s
 242690 204388  679.23059  172   65  912.98719  610.43246  33.1%  34.8 1080s
 244526 205715  652.57166   89   69  912.98719  610.44037  33.1%  34.8 1085s
 245706 206906  689.67233  181   60  912.98719  610.44955  33.1%  34.8 1090s
 247580 208542  729.18713  101   66  912.98719  610.45896  33.1%  34.8 1095s
 249174 209958  704.50448  196   70  912.98719  610.47337  33.1%  34.8 1100s
 250571 211080  833.19314   93   64  912.98719  610.47830  33.1%  34.8 1105s
 252135 212538  685.99153  230   80  912.98719  610.48266  33.1%  34.8 1110s
 254002 213912  774.45161   90   47  912.98719  610.49127  33.1%  34.8 1115s
 255411 215049  753.72868  136   41  912.98719  610.49285  33.1%  34.8 1120s
 256056 215696  642.74445  128   74  912.98719  610.49584  33.1%  34.8 1125s
 257730 217158  651.14494  123   63  912.98719  610.50874  33.1%  34.8 1130s
 259235 218606  640.18077  132   63  912.98719  610.51544  33.1%  34.8 1135s
 261366 220120  620.00889   73   63  912.98719  610.51709  33.1%  34.7 1140s
 262450 221181  621.81953   78   69  912.98719  610.51709  33.1%  34.8 1145s
 264006 222564  738.91132  215   45  912.98719  610.52048  33.1%  34.7 1150s
 265467 223681  635.03842  101   53  912.98719  610.52916  33.1%  34.7 1155s
 266653 224772     cutoff  256       912.98719  610.53952  33.1%  34.7 1160s
 267645 225631  660.61619  167   67  912.98719  610.54466  33.1%  34.8 1165s
 268909 226623  805.86786  101   45  912.98719  610.55056  33.1%  34.8 1170s
 270070 227471  776.24500  245   78  912.98719  610.55172  33.1%  34.8 1175s
 271375 228798  854.73184  139   62  912.98719  610.56062  33.1%  34.8 1180s
 272861 230073  691.43115  180   60  912.98719  610.56715  33.1%  34.8 1185s
 274243 231181  619.23537   88   62  912.98719  610.56963  33.1%  34.8 1190s
 275358 232184  635.24237  125   81  912.98719  610.57034  33.1%  34.7 1195s
 276922 233346  784.14764  221   48  912.98719  610.57459  33.1%  34.7 1200s

Cutting planes:
  Learned: 3
  Gomory: 24
  Cover: 13
  Implied bound: 77
  Projected implied bound: 8
  MIR: 53
  StrongCG: 1
  Flow cover: 53
  Inf proof: 76
  Zero half: 7
  RLT: 44
  Relax-and-lift: 7

Explored 277012 nodes (9626823 simplex iterations) in 1200.03 seconds
Thread count was 2 (of 4 available processors)

Solution count 10: 912.987 914.847 915.378 ... 1243.63

Time limit reached
Best objective 9.129871912323e+02, best bound 6.105745905436e+02, gap 33.1234%
Discarded solution information
