instance 0
objective;650.0
runtime;360.297407282
x[0, 6];1
x[0, 7];1
x[0, 11];1
x[1, 2];1
x[2, 16];1
x[3, 14];1
x[4, 21];1
x[5, 15];1
x[6, 17];1
x[7, 4];1
x[8, 20];1
x[9, 13];1
x[10, 12];1
x[11, 1];1
x[12, 8];1
x[13, 23];1
x[14, 18];1
x[15, 9];1
x[16, 5];1
x[17, 22];1
x[18, 23];1
x[19, 23];1
x[20, 3];1
x[21, 10];1
x[22, 19];1
w[0, 6];2
w[0, 7];2
w[0, 11];2
w[1, 2];1
w[2, 12];1
w[3, 13];2
w[4, 14];1
w[5, 15];2
w[6, 16];2
w[7, 4];1
w[7, 17];1
w[8, 18];1
w[9, 19];2
w[10, 20];2
w[11, 21];2
w[12, 8];1
w[13, 23];2
w[14, 18];1
w[15, 9];2
w[16, 5];2
w[17, 22];1
w[18, 23];2
w[19, 23];2
w[20, 3];2
w[21, 10];2
v[0, 6];1
v[0, 7];1
v[0, 11];1
v[1, 2];1
v[2, 12];1
v[3, 13];1
v[4, 14];1
v[5, 15];1
v[6, 16];1
v[7, 4];1
v[7, 17];1
v[8, 18];1
v[9, 19];1
v[10, 20];1
v[11, 21];1
v[12, 8];1
v[13, 23];1
v[14, 18];1
v[15, 9];1
v[16, 5];1
v[17, 22];1
v[18, 23];1
v[19, 23];1
v[20, 3];1
v[21, 10];1
y[2, 1];1
y[3, 2];1
y[4, 1];1
y[5, 2];1
y[6, 2];1
y[7, 1];1
y[8, 1];1
y[9, 2];1
y[10, 2];1
y[11, 2];1
service_time[2];220
service_time[3];170
service_time[4];490
service_time[5];245
service_time[6];150
service_time[7];440
service_time[8];270
service_time[9];120
service_time[10];170
service_time[11];115
start_service[1];30
start_service[2];84
start_service[3];434
start_service[4];69
start_service[5];229
start_service[6];63
start_service[7];58
start_service[8];324
start_service[9];502
start_service[10];209
start_service[11];15
start_service[12];304
start_service[13];604
start_service[14];560
start_service[15];474
start_service[16];213
start_service[17];498
start_service[18];602
start_service[19];622
start_service[20];379
start_service[21];131
start_service[22];557
start_service[23];650
