instance 1
objective;724.0
runtime;1604.2560064830002
x[0, 3];1
x[0, 8];1
x[0, 10];1
x[1, 4];1
x[2, 12];1
x[3, 1];1
x[4, 17];1
x[5, 16];1
x[6, 18];1
x[7, 21];1
x[8, 5];1
x[9, 15];1
x[10, 11];1
x[11, 13];1
x[12, 23];1
x[13, 6];1
x[14, 23];1
x[15, 14];1
x[16, 7];1
x[17, 2];1
x[18, 20];1
x[19, 23];1
x[20, 9];1
x[21, 22];1
x[22, 19];1
w[0, 3];2
w[0, 8];2
w[0, 10];2
w[1, 4];1
w[2, 12];2
w[3, 13];2
w[4, 14];1
w[5, 15];1
w[6, 16];2
w[7, 17];2
w[8, 5];1
w[8, 18];1
w[9, 19];2
w[10, 11];1
w[10, 20];1
w[11, 21];1
w[12, 23];2
w[13, 6];2
w[14, 23];2
w[15, 14];1
w[16, 7];2
w[17, 2];2
w[18, 20];1
w[19, 23];2
w[20, 9];2
w[21, 22];1
v[0, 3];1
v[0, 8];1
v[0, 10];1
v[1, 4];1
v[2, 12];1
v[3, 13];1
v[4, 14];1
v[5, 15];1
v[6, 16];1
v[7, 17];1
v[8, 5];1
v[8, 18];1
v[9, 19];1
v[10, 11];1
v[10, 20];1
v[11, 21];1
v[12, 23];1
v[13, 6];1
v[14, 23];1
v[15, 14];1
v[16, 7];1
v[17, 2];1
v[18, 20];1
v[19, 23];1
v[20, 9];1
v[21, 22];1
y[2, 2];1
y[3, 2];1
y[4, 1];1
y[5, 1];1
y[6, 2];1
y[7, 2];1
y[8, 1];1
y[9, 2];1
y[10, 1];1
y[11, 1];1
service_time[2];140
service_time[3];205
service_time[4];440
service_time[5];390
service_time[6];105
service_time[7];115
service_time[8];380
service_time[9];195
service_time[10];420
service_time[11];410
start_service[1];94
start_service[2];552
start_service[3];47
start_service[4];175
start_service[5];188
start_service[6];287
start_service[7];401
start_service[8];51
start_service[9];509
start_service[10];32
start_service[11];124
start_service[12];692
start_service[13];252
start_service[14];641
start_service[15];606
start_service[16];392
start_service[17];516
start_service[18];431
start_service[19];704
start_service[20];497
start_service[21];535
start_service[22];668
start_service[23];724
